movie_title,movie_budget,movie_domestic_gross,movie_world_gross,movie_genre,movie_imdb_rating,movie_imdb_metascore,movie_poster,movie_director,movie_star1,movie_star2,movie_star3,movie_release_date,movie_release_year
THE NEW MUTANTS,"$67,000,000.00 ","$23,855,569.00 ","$44,608,247.00 ",horror,5.3,43,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Josh Boone,Maisie Williams,Anya Taylor-Joy,Charlie Heaton,28-Aug,2020
THE NUN,"$22,000,000 ","$117,450,119 ","$363,391,647 ",horror,5.3,46,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Corin Hardy,Demián Bichir,Taissa Farmiga,Jonas Bloquet,7-Sep,2018
THE OTHERS,"$17,000,000 ","$96,522,687 ","$207,765,056 ",horror,7.6,74,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Alejandro Amenábar,Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,10-Aug,2001
THE PREDATOR,"$88,000,000.00 ","$51,024,708.00 ","$159,487,563.00 ",horror,5.3,48,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Shane Black,Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,14-Sep,2018
THE RING,"$48,000,000.00 ","$129,094,024.00 ","$248,218,486.00 ",horror,7.1,57,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gore Verbinski,Naomi Watts,Martin Henderson,Brian Cox,18-Oct,2002
THE STRANGERS,"$9,000,000 ","$52,597,610 ","$83,051,676 ",horror,6.1,47,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bryan Bertino,Scott Speedman,Liv Tyler,Gemma Ward,30-May,2008
THE VISIT,"$5,000,000 ","$65,206,105 ","$98,677,816 ",horror,6.2,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,M. Night Shyamalan,Olivia DeJonge,Ed Oxenbould,Deanna Dunagan,11-Sep,2015
THE WITCH,"$3,500,000.00 ","$25,138,705.00 ","$40,429,635.00 ",horror,6.9,83,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Robert Eggers,Anya Taylor-Joy,Ralph Ineson,Kate Dickie,19-Feb,2016
TUSK,"$3,000,000 ","$1,821,983 ","$1,887,554 ",horror,5.3,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kevin Smith,Justin Long,Michael Parks,Haley Joel Osment,19-Sep,2014
UNDER THE SKIN,"$13,300,000.00 ","$2,614,251.00 ","$7,229,933.00 ",horror,6.3,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jonathan Glazer,Scarlett Johansson,Jeremy McWilliams,Lynsey Taylor Mackay,18-Apr,2014
UNDERWATER,"$65,000,000.00 ","$17,291,078.00 ","$39,177,495.00 ",horror,5.8,48,"https://m.media-amazon.com/images/M/MV5BNzM0OGZiZWItYmZiNC00NDgzLTg1MjMtYjM4MWZhOGZhMDUwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",William Eubank,Kristen Stewart,Vincent Cassel,Mamoudou Athie,10-Jan,2020
US,"$20,000,000 ","$175,084,580 ","$256,022,707 ",horror,6.8,81,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jordan Peele,Lupita Nyong'o,Winston Duke,Elisabeth Moss,22-Mar,2019
WHAT LIES BENEATH,"$90,000,000.00 ","$155,464,351.00 ","$288,693,989.00 ",horror,6.6,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Robert Zemeckis,Harrison Ford,Michelle Pfeiffer,Katharine Towne,21-Jul,2000
WHITE NOISE,"$10,000,000 ","$56,094,360 ","$92,094,360 ",horror,5.7,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Noah Baumbach,Adam Driver,Greta Gerwig,Don Cheadle,30-Dec,2022
WORLD WAR Z,"$190,000,000.00 ","$202,706,711.00 ","$531,861,650.00 ",horror,7,63,"https://m.media-amazon.com/images/M/MV5BNDQ4YzFmNzktMmM5ZC00MDZjLTk1OTktNDE2ODE4YjM2MjJjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Marc Forster,Brad Pitt,Mireille Enos,Daniella Kertesz,21-Jun,2013
WRONG TURN,"$10,000,000 ","$15,417,771 ","$28,649,556 ",horror,6.1,32,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rob Schmidt,Eliza Dushku,Jeremy Sisto,Emmanuelle Chriqui,30-May,2003
X,"$1,000,000 ","$11,769,469 ","$15,131,549 ",horror,6.6,79,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ti West,Mia Goth,Jenna Ortega,Brittany Snow,18-Mar,2022
ZOMBIELAND: DOUBLE TAP,"$48,000,000.00 ","$73,118,130.00 ","$125,213,018.00 ",horror,6.7,55,"https://m.media-amazon.com/images/M/MV5BYjcwNjZhNGYtOGNlNy00NGI3LTlmODMtMGZlMjA3YjA0Njg0XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,Emma Stone,18-Oct,2019
2 FAST 2 FURIOUS,"$76,000,000.00 ","$127,120,058.00 ","$236,410,607.00 ",crime,38,5.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,John Singleton,Paul Walker,Tyrese Gibson,Cole Hauser,6-Jun,2003
21 JUMP STREET,"$42,000,000.00 ","$138,447,667.00 ","$202,812,429.00 ",crime,7.2,69,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christopher Miller,Jonah Hill,Channing Tatum,Ice Cube,16-Mar,2012
3:10 TO YUMA,"$48,000,000.00 ","$53,606,916.00 ","$71,171,825.00 ",crime,76,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Mangold,Russell Crowe,Christian Bale,Ben Foster,7-Sep,2007
A SIMPLE FAVOR,"$20,000,000 ","$53,548,586 ","$97,628,717 ",crime,67,6.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Paul Feig,Anna Kendrick,Blake Lively,Henry Golding,14-Sep,2018
AMERICAN GANGSTER,"$100,000,000.00 ","$130,164,645.00 ","$267,985,456.00 ",crime,76,7.8,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ridley Scott,Denzel Washington,Russell Crowe,Chiwetel Ejiofor,2-Nov,2007
AMERICAN HUSTLE,"$40,000,000.00 ","$150,098,456.00 ","$257,858,943.00 ",crime,90,7.2,"https://m.media-amazon.com/images/M/MV5BMmM4YzJjZGMtNjQxMy00NjdlLWJjYTItZWZkYzdhOTdhNzFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",David O. Russell,Christian Bale,Amy Adams,Bradley Cooper,20-Dec,2013
AMERICAN MADE,"$50,000,000.00 ","$51,342,000.00 ","$135,569,212.00 ",crime,65,7.1,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Doug Liman,Tom Cruise,Domhnall Gleeson,Sarah Wright,29-Sep,2017
AMERICAN PSYCHO,"$8,000,000 ","$15,070,285 ","$34,270,285 ",crime,7.6,64,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mary Harron,Christian Bale,Justin Theroux,Josh Lucas,14-Apr,2000
AUSTIN POWERS IN GOLDMEMBER,"$63,000,000.00 ","$213,117,789.00 ","$296,338,663.00 ",crime,62,6.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jay Roach,Mike Myers,Beyoncé,Seth Green,26-Jul,2002
BABY DRIVER,"$34,000,000 ","$107,825,862 ","$226,977,991 ",crime,7.6,86,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm,28-Jun,2017
BAD BOYS FOR LIFE,"$90,000,000.00 ","$204,417,855.00 ","$424,471,663.00 ",crime,59,6.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Bilall Fallah,Will Smith,Martin Lawrence,Vanessa Hudgens,17-Jan,2020
BAD TIMES AT THE EL ROYALE,"$32,000,000 ","$17,839,115 ","$31,178,942 ",crime,7.1,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Drew Goddard,Jeff Bridges,Cynthia Erivo,Dakota Johnson,12-Oct,2018
BATMAN BEGINS,"$150,000,000.00 ","$205,343,774.00 ","$358,858,124.00 ",crime,8.2,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christopher Nolan,Christian Bale,Michael Caine,Ken Watanabe,15-Jun,2005
BAYWATCH,"$60,000,000.00 ","$58,060,186.00 ","$175,863,783.00 ",crime,5.5,37,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Seth Gordon,Dwayne Johnson,Zac Efron,Alexandra Daddario,25-May,2017
BLACKHAT,"$70,000,000.00 ","$8,005,980.00 ","$19,665,004.00 ",crime,5.4,51,"https://m.media-amazon.com/images/M/MV5BMTg1NDUyMzk5NV5BMl5BanBnXkFtZTgwOTk1NzUxMzE@._V1_UX67_CR0,0,67,98_AL_.jpg",Michael Mann,Chris Hemsworth,Viola Davis,Tang Wei,16-Jan,2015
BLACKKKLANSMAN,"$15,000,000 ","$49,275,340 ","$93,411,426 ",crime,83,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Spike Lee,John David Washington,Adam Driver,Laura Harrier,10-Aug,2018
BLOW,"$30,000,000.00 ","$52,990,775.00 ","$83,282,296.00 ",crime,52,7.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ted Demme,Johnny Depp,Penélope Cruz,Franka Potente,6-Apr,2001
CATCH ME IF YOU CAN,"$52,000,000.00 ","$164,606,800.00 ","$355,612,291.00 ",crime,8.1,75,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Christopher Walken,25-Dec,2002
CHICAGO,"$30,000,000.00 ","$170,687,518.00 ","$306,770,545.00 ",crime,81,7.2,"https://m.media-amazon.com/images/M/MV5BN2E3NDU1ZTktNzZjNy00MWU3LWI4YmMtMjdjNTIzMDU0MDdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Rob Marshall,Renée Zellweger,Catherine Zeta-Jones,Richard Gere,24-Jan,2003
COLLATERAL,"$60,000,000.00 ","$100,170,152.00 ","$217,602,967.00 ",crime,71,7.5,"https://m.media-amazon.com/images/M/MV5BMjE3NjM5OTMxMV5BMl5BanBnXkFtZTcwOTIzMTQyMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Michael Mann,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,6-Aug,2004
CRANK,"$12,000,000 ","$27,838,408 ","$43,924,923 ",crime,57,6.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Brian Taylor,Jason Statham,Amy Smart,Carlos Sanz,1-Sep,2006
CRASH,"$10,000,000.00 ","$3,357,324.00 ","$3,412,380.00 ",crime,7.7,66,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Paul Haggis,Don Cheadle,Sandra Bullock,Thandiwe Newton,6-May,2005
DAREDEVIL,"$80,000,000 ","$102,543,518 ","$182,782,518 ",crime,42,5.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Mark Steven Johnson,Ben Affleck,Jennifer Garner,Colin Farrell,14-Feb,2003
DEATH ON THE NILE,"$90,000,000.00 ","$45,630,104.00 ","$130,298,184.00 ",crime,6.3,52,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kenneth Branagh,Tom Bateman,Annette Bening,Kenneth Branagh,11-Feb,2022
DEN OF THIEVES,"$30,000,000.00 ","$44,947,622.00 ","$80,147,166.00 ",crime,49,7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Christian Gudegast,Gerard Butler,Pablo Schreiber,O'Shea Jackson Jr.,19-Jan,2018
EASTERN PROMISES,"$50,000,000.00 ","$17,181,265.00 ","$56,077,088.00 ",crime,83,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Cronenberg,Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl,21-Sep,2007
END OF WATCH,"$15,000,000 ","$41,003,371 ","$57,586,606 ",crime,68,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Ayer,Jake Gyllenhaal,Michael Peña,Anna Kendrick,21-Sep,2012
F9: THE FAST SAGA,"$200,000,000.00 ","$173,005,945.00 ","$720,752,238.00 ",crime,5.2,58,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Justin Lin,Vin Diesel,Michelle Rodriguez,Jordana Brewster,25-Jun,2021
FAST & FURIOUS,"$85,000,000.00 ","$155,064,265.00 ","$359,347,833.00 ",crime,6.5,46,"https://m.media-amazon.com/images/M/MV5BYjQ1ZTMxNzgtZDcxOC00NWY5LTk3ZjAtYzRhMDhlNDZlOWEzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",Justin Lin,Vin Diesel,Paul Walker,Michelle Rodriguez,3-Apr,2009
FAST FIVE,"$125,000,000.00 ","$210,031,325.00 ","$630,163,454.00 ",crime,66,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Justin Lin,Vin Diesel,Paul Walker,Dwayne Johnson,29-Apr,2011
FASTER,"$24,000,000.00 ","$23,240,020.00 ","$35,792,945.00 ",crime,44,6.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,George Tillman Jr.,Dwayne Johnson,Billy Bob Thornton,Maggie Grace,24-Nov,2010
FOCUS,"$65,000,000.00 ","$53,862,963.00 ","$168,065,700.00 ",crime,56,6.6,"https://m.media-amazon.com/images/M/MV5BMTUwODg2OTA4OF5BMl5BanBnXkFtZTgwOTE5MTE4MzE@._V1_UX67_CR0,0,67,98_AL_.jpg",John Requa,Will Smith,Margot Robbie,Rodrigo Santoro,27-Feb,2015
FUNNY GAMES,"$15,000,000 ","$1,294,640 ","$8,200,127 ",crime,44,6.5,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Michael Haneke,Naomi Watts,Tim Roth,Michael Pitt,4-Apr,2008
FURIOUS 7,"$190,000,000.00 ","$353,007,020.00 ","$1,514,553,486.00 ",crime,7.1,67,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Wan,Vin Diesel,Paul Walker,Dwayne Johnson,3-Apr,2015
GANGS OF NEW YORK,"$97,000,000.00 ","$77,730,500.00 ","$183,124,621.00 ",crime,7.5,72,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Martin Scorsese,Leonardo DiCaprio,Cameron Diaz,Daniel Day-Lewis,20-Dec,2002
GONE BABY GONE,"$19,000,000 ","$20,300,218 ","$34,359,030 ",crime,72,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ben Affleck,Morgan Freeman,Ed Harris,Casey Affleck,19-Oct,2007
GREEN ROOM,"$5,000,000 ","$3,220,371 ","$3,807,503 ",crime,79,7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jeremy Saulnier,Anton Yelchin,Imogen Poots,Alia Shawkat,13-May,2016
HANNIBAL,"$87,000,000.00 ","$165,092,266.00 ","$350,100,280.00 ",crime,6.8,57,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ridley Scott,Anthony Hopkins,Julianne Moore,Gary Oldman,9-Feb,2001
HELL OR HIGH WATER,"$12,000,000 ","$27,007,844 ","$37,566,117 ",crime,7.6,88,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Mackenzie,Chris Pine,Ben Foster,Jeff Bridges,26-Aug,2016
HOUSE OF GUCCI,"$75,000,000.00 ","$53,809,574.00 ","$147,474,138.00 ",crime,6.6,59,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ridley Scott,Lady Gaga,Adam Driver,Al Pacino,24-Nov,2021
HUSTLERS,"$20,700,000 ","$104,963,598 ","$150,467,919 ",crime,79,6.3,"https://m.media-amazon.com/images/M/MV5BNjM5ZTNiNGMtMDA2OC00MDYyLWEyNzAtOWZmMzFlY2VmOWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Lorene Scafaria,Constance Wu,Jennifer Lopez,Julia Stiles,13-Sep,2019
IN BRUGES,"$15,000,000 ","$7,800,825 ","$34,527,095 ",crime,7.9,67,"https://m.media-amazon.com/images/M/MV5BMTUwOGFiM2QtOWMxYS00MjU2LThmZDMtZDM2MWMzNzllNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Martin McDonagh,Colin Farrell,Brendan Gleeson,Ciarán Hinds,Feb-29,2008
IN THE SHADOW OF THE MOON,"$2,000,000 ","$1,134,358 ","$2,175,587 ",crime,48,6.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jim Mickle,Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine,27-Sep,2019
INHERENT VICE,"$20,000,000 ","$8,110,975 ","$14,744,495 ",crime,81,6.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Paul Thomas Anderson,Joaquin Phoenix,Josh Brolin,Owen Wilson,9-Jan,2015
INSIDE MAN,"$50,000,000.00 ","$88,634,237.00 ","$185,798,265.00 ",crime,7.6,76,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Spike Lee,Denzel Washington,Clive Owen,Jodie Foster,24-Mar,2006
IRREVERSIBLE,"$5,400,000 ","$792,200 ","$8,133,256 ",crime,7.3,51,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Gaspar Noé,Monica Bellucci,Vincent Cassel,Albert Dupontel,22-May,2002
JOHN WICK,"$30,000,000.00 ","$43,037,835.00 ","$76,010,510.00 ",crime,7.4,68,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Leitch,Keanu Reeves,Michael Nyqvist,Alfie Allen,24-Oct,2014
JOKER,"$55,000,000.00 ","$335,451,311.00 ","$1,069,121,583.00 ",crime,8.4,59,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz,4-Oct,2019
JUST MERCY,"$25,000,000 ","$36,001,502 ","$50,394,773 ",crime,68,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,10-Jan,2020
KICK-ASS,"$28,000,000.00 ","$48,071,303.00 ","$97,531,134.00 ",crime,66,7.6,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Matthew Vaughn,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,16-Apr,2010
KINGSMAN: THE GOLDEN CIRCLE,"$104,000,000.00 ","$100,234,838.00 ","$408,803,696.00 ",crime,6.7,44,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Matthew Vaughn,Taron Egerton,Colin Firth,Mark Strong,22-Sep,2017
KNIVES OUT,"$40,000,000.00 ","$165,364,060.00 ","$312,898,746.00 ",crime,7.9,82,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,27-Nov,2019
KNOCK KNOCK,"$2,000,000 ","$36,336 ","$6,328,516 ",crime,53,4.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Eli Roth,Keanu Reeves,Lorenza Izzo,Ana de Armas,9-Oct,2015
LAW ABIDING CITIZEN,"$53,000,000.00 ","$73,357,727.00 ","$131,159,781.00 ",crime,34,7.4,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,F. Gary Gray,Gerard Butler,Jamie Foxx,Leslie Bibb,16-Oct,2009
LAWLESS,"$26,000,000 ","$37,397,291 ","$54,393,687 ",crime,58,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,John Hillcoat,Tom Hardy,Shia LaBeouf,Guy Pearce,29-Aug,2012
LAYER CAKE,"$6,500,000 ","$2,339,957 ","$11,745,931 ",crime,73,7.3,"https://m.media-amazon.com/images/M/MV5BMTI5MTE1OTAzOV5BMl5BanBnXkFtZTcwNDc2OTgyMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Matthew Vaughn,Daniel Craig,Sienna Miller,Michael Gambon,3-Jun,2005
LEGEND,"$25,000,000.00 ","$1,872,994.00 ","$42,425,450.00 ",crime,6.9,55,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Brian Helgeland,Tom Hardy,Emily Browning,Taron Egerton,20-Nov,2015
LOGAN LUCKY,"$29,000,000.00 ","$27,778,642.00 ","$49,046,121.00 ",crime,78,7,"https://m.media-amazon.com/images/M/MV5BMTYyODg0NDU1OV5BMl5BanBnXkFtZTgwNjcxMzU0MjI@._V1_UX67_CR0,0,67,98_AL_.jpg",Steven Soderbergh,Channing Tatum,Adam Driver,Daniel Craig,18-Aug,2017
LUCKY NUMBER SLEVIN,"$27,000,000 ","$22,495,466 ","$55,495,466 ",crime,53,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Paul McGuigan,Josh Hartnett,Ben Kingsley,Morgan Freeman,7-Apr,2006
MALIGNANT,"$40,000,000.00 ","$13,391,791.00 ","$33,974,421.00 ",crime,51,6.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,James Wan,Annabelle Wallis,Maddie Hasson,George Young,10-Sep,2021
MAN ON FIRE,"$60,000,000.00 ","$77,906,816.00 ","$130,968,579.00 ",crime,47,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Tony Scott,Denzel Washington,Christopher Walken,Dakota Fanning,23-Apr,2004
MINIONS: THE RISE OF GRU,"$80,000,000 ","$369,695,210 ","$940,270,567 ",crime,6.5,56,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Jonathan del Val,Steve Carell,Pierre Coffin,Alan Arkin,1-Jul,2022
MINORITY REPORT,"$102,000,000.00 ","$132,024,714.00 ","$358,824,714.00 ",crime,7.6,80,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton,21-Jun,2002
MISS CONGENIALITY,"$45,000,000.00 ","$106,807,667.00 ","$213,420,951.00 ",crime,43,6.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Donald Petrie,Sandra Bullock,Michael Caine,Benjamin Bratt,22-Dec,2000
MONSTER,"$5,000,000 ","$34,469,210 ","$64,200,321 ",crime,74,7.3,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Patty Jenkins,Charlize Theron,Christina Ricci,Bruce Dern,30-Jan,2004
MURDER ON THE ORIENT EXPRESS,"$55,000,000.00 ","$102,826,543.00 ","$351,767,147.00 ",crime,6.5,52,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Kenneth Branagh,Kenneth Branagh,Penélope Cruz,Willem Dafoe,10-Nov,2017
MYSTIC RIVER,"$30,000,000.00 ","$90,135,191.00 ","$156,822,020.00 ",crime,84,7.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Clint Eastwood,Sean Penn,Tim Robbins,Kevin Bacon,15-Oct,2003
NIGHTCRAWLER,"$8,500,000 ","$32,381,218 ","$50,334,418 ",crime,7.8,76,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Dan Gilroy,Jake Gyllenhaal,Rene Russo,Bill Paxton,31-Oct,2014
NIGHTMARE ALLEY,"$60,000,000.00 ","$11,338,107.00 ","$37,537,773.00 ",crime,7,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Guillermo del Toro,Bradley Cooper,Cate Blanchett,Toni Collette,17-Dec,2021
NO COUNTRY FOR OLD MEN,"$25,000,000 ","$74,273,505 ","$164,035,753 ",crime,8.2,92,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Joel Coen,Tommy Lee Jones,Javier Bardem,Josh Brolin,21-Nov,2007
NOW YOU SEE ME,"$75,000,000.00 ","$117,723,989.00 ","$342,769,200.00 ",crime,50,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Louis Leterrier,Jesse Eisenberg,Common,Mark Ruffalo,31-May,2013
"O BROTHER, WHERE ART THOU?","$26,000,000 ","$45,506,619 ","$75,763,814 ",crime,69,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Ethan Coen,George Clooney,John Turturro,Tim Blake Nelson,2-Feb,2001
OCEAN'S ELEVEN,"$85,000,000.00 ","$183,417,150.00 ","$450,728,529.00 ",crime,74,7.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Steven Soderbergh,George Clooney,Brad Pitt,Julia Roberts,7-Dec,2001
OUT OF THE FURNACE,"$22,000,000 ","$11,330,849 ","$15,434,375 ",crime,63,6.7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Scott Cooper,Christian Bale,Casey Affleck,Zoe Saldana,6-Dec,2013
PERFUME: THE STORY OF A MURDERER,"$63,700,000.00 ","$2,223,293.00 ","$133,603,463.00 ",crime,56,7.5,"https://m.media-amazon.com/images/M/MV5BMTg2Mzk2NjkzNl5BMl5BanBnXkFtZTYwMzIzOTc2._V1_UX67_CR0,0,67,98_AL_.jpg",Tom Tykwer,Ben Whishaw,Dustin Hoffman,Alan Rickman,5-Jan,2007
PINEAPPLE EXPRESS,"$26,000,000 ","$87,341,380 ","$102,404,019 ",crime,64,6.9,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,David Gordon Green,Seth Rogen,James Franco,Gary Cole,6-Aug,2008
PRISONERS,"$46,000,000.00 ","$61,002,302.00 ","$113,310,547.00 ",crime,8.1,70,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Denis Villeneuve,Hugh Jackman,Jake Gyllenhaal,Viola Davis,20-Sep,2013
PUBLIC ENEMIES,"$102,500,000.00 ","$97,104,620.00 ","$212,282,709.00 ",crime,70,7,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Michael Mann,Christian Bale,Johnny Depp,Christian Stolte,1-Jul,2009
RED,"$60,000,000.00 ","$90,380,162.00 ","$196,439,693.00 ",crime,7,60,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Robert Schwentke,Bruce Willis,Helen Mirren,Morgan Freeman,15-Oct,2010
RED DRAGON,"$78,000,000.00 ","$92,955,420.00 ","$206,455,420.00 ",crime,60,7.2,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,Brett Ratner,Anthony Hopkins,Edward Norton,Ralph Fiennes,4-Oct,2002
